1	1
6	5	4	O
3	3	2	R	1
5	4	0	W	1
6	7	0	Y	1
6	7	1	R	1
6	7	2	X	2

53	1
7	5	7	O
1	1	0	C	1
1	1	1	G	1
1	1	2	G	1
1	1	3	B	1
3	3	0	R	1
3	3	1	G	1
3	3	2	G	1
3	3	3	B	1
5	5	0	Y	1
5	5	1	G	1
5	5	2	G	1
5	5	3	B	1
6	1	0	W	1
6	1	1	G	1
6	1	2	G	1
6	1	3	B	1
7	6	0	X	1
7	6	1	X	1
7	6	2	Y	2

53	2
5	5	7	O
1	1	0	C	1
1	1	1	G	1
1	1	2	G	1
1	1	3	B	1
3	3	0	R	1
3	3	1	G	1
3	3	2	G	1
3	3	3	B	1
5	5	0	Y	1
5	5	1	G	1
5	5	2	G	1
5	5	3	B	1
5	5	4	Y	2
6	1	0	W	1
6	1	1	G	1
6	1	2	G	1
6	1	3	B	1
7	6	0	X	1
7	6	1	X	1

53	3
3	3	7	O
1	1	0	C	1
1	1	1	G	1
1	1	2	G	1
1	1	3	B	1
3	3	0	R	1
3	3	1	G	1
3	3	2	G	1
3	3	3	B	1
3	3	4	Y	2
5	5	0	Y	1
5	5	1	G	1
5	5	2	G	1
5	5	3	B	1
6	1	0	W	1
6	1	1	G	1
6	1	2	G	1
6	1	3	B	1
7	6	0	X	1
7	6	1	X	1

53	4
1	1	7	O
1	1	0	C	1
1	1	1	G	1
1	1	2	G	1
1	1	3	B	1
1	1	4	Y	2
3	3	0	R	1
3	3	1	G	1
3	3	2	G	1
3	3	3	B	1
5	5	0	Y	1
5	5	1	G	1
5	5	2	G	1
5	5	3	B	1
6	1	0	W	1
6	1	1	G	1
6	1	2	G	1
6	1	3	B	1
7	6	0	X	1
7	6	1	X	1

53	5
7	4	7	O
1	1	0	C	1
1	1	1	G	1
1	1	2	G	1
1	1	3	B	1
3	3	0	R	1
3	3	1	G	1
3	3	2	G	1
3	3	3	B	1
5	5	0	Y	1
5	5	1	G	1
5	5	2	G	1
5	5	3	B	1
6	1	0	W	1
6	1	1	G	1
6	1	2	G	1
6	1	3	B	1
6	1	4	Y	2
7	6	0	X	1
7	6	1	X	1

54	1
5	4	7	O
0	0	0	X	2
0	1	0	X	2
0	2	0	X	2
0	3	0	X	2
0	4	0	X	2
0	5	0	X	2
0	6	0	X	2
0	7	0	X	2
1	0	0	X	2
1	1	0	X	2
1	2	0	X	2
1	3	0	X	2
1	4	0	X	2
1	5	0	X	2
1	6	0	X	2
1	7	0	X	2
2	0	0	X	2
2	1	0	X	2
2	2	0	X	2
2	3	0	X	2
2	4	0	X	2
2	5	0	X	2
2	6	0	X	2
2	7	0	X	2
3	3	0	R	1
3	3	1	Y	1
3	3	2	R	1
3	3	3	Y	1
4	0	0	Y	1
4	0	1	Y	1
4	0	2	Y	2
5	5	0	B	1
5	5	1	R	1
5	5	2	B	1
5	5	3	R	1
5	7	0	R	1
5	7	1	B	1
5	7	2	R	1
5	7	3	B	1
6	1	0	C	1
6	1	1	M	1
6	1	2	C	1
6	1	3	M	1
7	0	0	G	2
7	1	0	G	2
7	2	0	G	2
7	3	0	G	2
7	4	0	G	2
7	5	0	G	2
7	6	0	G	2
7	7	0	G	2

54	2
5	5	7	O
0	0	0	X	2
0	1	0	X	2
0	2	0	X	2
0	3	0	X	2
0	4	0	X	2
0	5	0	X	2
0	6	0	X	2
0	7	0	X	2
1	0	0	X	2
1	1	0	X	2
1	2	0	X	2
1	3	0	X	2
1	4	0	X	2
1	5	0	X	2
1	6	0	X	2
1	7	0	X	2
2	0	0	X	2
2	1	0	X	2
2	2	0	X	2
2	3	0	X	2
2	4	0	X	2
2	5	0	X	2
2	6	0	X	2
2	7	0	X	2
3	3	0	R	1
3	3	1	Y	1
3	3	2	R	1
3	3	3	Y	1
4	0	0	Y	1
4	0	1	Y	1
4	0	2	Y	2
5	5	0	B	1
5	5	1	R	1
5	5	2	B	1
5	5	3	R	1
5	5	4	B	1
5	7	0	R	1
5	7	1	B	1
5	7	2	R	1
6	1	0	C	1
6	1	1	M	1
6	1	2	C	1
6	1	3	M	1
7	0	0	G	2
7	1	0	G	2
7	2	0	G	2
7	3	0	G	2
7	4	0	G	2
7	5	0	G	2
7	6	0	G	2
7	7	0	G	2

54	3
3	7	6	O
0	0	0	X	2
0	1	0	X	2
0	2	0	X	2
0	3	0	X	2
0	4	0	X	2
0	5	0	X	2
0	6	0	X	2
0	7	0	X	2
1	0	0	X	2
1	1	0	X	2
1	2	0	X	2
1	3	0	X	2
1	4	0	X	2
1	5	0	X	2
1	6	0	X	2
1	7	0	X	2
2	0	0	X	2
2	1	0	X	2
2	2	0	X	2
2	3	0	X	2
2	4	0	X	2
2	5	0	X	2
2	6	0	X	2
2	7	0	X	2
3	3	0	R	1
3	3	1	Y	1
3	3	2	R	1
3	3	3	Y	1
3	3	4	B	1
4	0	0	Y	1
4	0	1	Y	1
4	0	2	Y	2
5	5	0	B	1
5	5	1	R	1
5	5	2	B	1
5	5	3	R	1
5	7	0	R	1
5	7	1	B	1
5	7	2	R	1
6	1	0	C	1
6	1	1	M	1
6	1	2	C	1
6	1	3	M	1
7	0	0	G	2
7	1	0	G	2
7	2	0	G	2
7	3	0	G	2
7	4	0	G	2
7	5	0	G	2
7	6	0	G	2
7	7	0	G	2

54	4
5	5	7	O
0	0	0	X	2
0	1	0	X	2
0	2	0	X	2
0	3	0	X	2
0	4	0	X	2
0	5	0	X	2
0	6	0	X	2
0	7	0	X	2
1	0	0	X	2
1	1	0	X	2
1	2	0	X	2
1	3	0	X	2
1	4	0	X	2
1	5	0	X	2
1	6	0	X	2
1	7	0	X	2
2	0	0	X	2
2	1	0	X	2
2	2	0	X	2
2	3	0	X	2
2	4	0	X	2
2	5	0	X	2
2	6	0	X	2
2	7	0	X	2
3	3	0	R	1
3	3	1	Y	1
3	3	2	R	1
3	3	3	Y	1
4	0	0	Y	1
4	0	1	Y	1
4	0	2	Y	2
5	5	0	B	1
5	5	1	R	1
5	5	2	B	1
5	5	3	R	1
5	5	4	M	1
5	7	0	R	1
5	7	1	B	1
5	7	2	R	1
5	7	3	B	1
6	1	0	C	1
6	1	1	M	1
6	1	2	C	1
7	0	0	G	2
7	1	0	G	2
7	2	0	G	2
7	3	0	G	2
7	4	0	G	2
7	5	0	G	2
7	6	0	G	2
7	7	0	G	2

54	5
1	5	7	O
0	0	0	X	2
0	1	0	X	2
0	2	0	X	2
0	3	0	X	2
0	4	0	X	2
0	5	0	X	2
0	6	0	X	2
0	7	0	X	2
1	0	0	X	2
1	1	0	X	2
1	2	0	X	2
1	3	0	X	2
1	4	0	X	2
1	5	0	X	2
1	6	0	X	2
1	7	0	X	2
2	0	0	X	2
2	1	0	X	2
2	2	0	X	2
2	3	0	X	2
2	4	0	X	2
2	5	0	X	2
2	6	0	X	2
2	7	0	X	2
3	3	0	R	1
3	3	1	Y	1
3	3	2	R	1
3	3	3	Y	1
4	0	0	Y	1
4	0	1	Y	1
4	0	2	Y	2
5	5	0	B	1
5	5	1	R	1
5	5	2	B	1
5	5	3	R	1
5	7	0	R	1
5	7	1	B	1
5	7	2	R	1
6	0	0	B	1
6	1	0	C	1
6	1	1	M	1
6	1	2	C	1
6	1	3	M	1
7	0	0	G	2
7	1	0	G	2
7	2	0	G	2
7	3	0	G	2
7	4	0	G	2
7	5	0	G	2
7	6	0	G	2
7	7	0	G	2

55	1
6	4	7	O
0	7	0	R	1
0	7	1	M	2
1	7	0	G	1
2	0	0	R	1
2	0	1	G	1
2	0	2	B	1
2	3	0	R	1
2	4	0	X	1
2	7	0	C	1
3	7	0	R	1
3	7	1	M	2
4	7	0	G	1
5	4	0	X	1
5	7	0	C	1
6	4	0	Y	1
6	4	1	M	2
6	7	0	R	1
6	7	1	M	2
7	0	0	R	1
7	0	1	G	1
7	0	2	B	1
7	7	0	G	1

55	2
2	3	7	O
0	7	0	R	1
0	7	1	M	2
1	7	0	G	1
2	0	0	R	1
2	0	1	G	1
2	0	2	B	1
2	3	0	R	1
2	3	1	M	2
2	4	0	X	1
2	7	0	C	1
3	7	0	R	1
3	7	1	M	2
4	7	0	G	1
5	4	0	X	1
5	7	0	C	1
6	4	0	Y	1
6	7	0	R	1
6	7	1	M	2
7	0	0	R	1
7	0	1	G	1
7	0	2	B	1
7	7	0	G	1

55	3
5	4	7	O
0	7	0	R	1
0	7	1	M	2
1	7	0	G	1
2	0	0	R	1
2	0	1	G	1
2	0	2	B	1
2	3	0	R	1
2	4	0	X	1
2	7	0	C	1
3	7	0	R	1
3	7	1	M	2
4	7	0	G	1
5	4	0	X	1
5	4	1	M	2
5	7	0	C	1
6	4	0	Y	1
6	7	0	R	1
6	7	1	M	2
7	0	0	R	1
7	0	1	G	1
7	0	2	B	1
7	7	0	G	1

55	4
2	4	7	O
0	7	0	R	1
0	7	1	M	2
1	7	0	G	1
2	0	0	R	1
2	0	1	G	1
2	0	2	B	1
2	3	0	R	1
2	4	0	X	1
2	4	1	M	2
2	7	0	C	1
3	7	0	R	1
3	7	1	M	2
4	7	0	G	1
5	4	0	X	1
5	7	0	C	1
6	4	0	Y	1
6	7	0	R	1
6	7	1	M	2
7	0	0	R	1
7	0	1	G	1
7	0	2	B	1
7	7	0	G	1

55	5
2	3	7	O
0	7	0	R	1
0	7	1	M	2
1	7	0	G	1
2	0	0	R	1
2	0	1	G	1
2	0	2	B	1
2	0	3	R	1
2	4	0	X	1
2	7	0	C	1
3	7	0	R	1
3	7	1	M	2
4	7	0	G	1
5	4	0	X	1
5	7	0	C	1
6	4	0	Y	1
6	4	1	M	2
6	7	0	R	1
6	7	1	M	2
7	0	0	R	1
7	0	1	G	1
7	0	2	B	1
7	7	0	G	1

56	1
7	7	7	O
0	6	0	B	1
0	7	0	B	1
0	7	1	G	1
1	7	0	B	1
2	2	0	B	1
2	2	1	G	1
2	3	0	B	1
2	4	0	B	1
2	7	0	B	1
5	6	0	B	1
5	6	1	G	1
6	0	0	B	1
6	0	1	G	1
6	3	0	X	1
6	3	1	R	1
6	6	0	B	1

56	2
7	7	7	O
0	6	0	B	1
0	7	0	B	1
0	7	1	G	1
1	7	0	B	1
2	2	0	B	1
2	2	1	G	1
2	3	0	B	1
2	4	0	B	1
2	7	0	B	1
5	6	0	B	1
5	6	1	G	1
5	6	2	B	1
6	0	0	B	1
6	0	1	G	1
6	3	0	X	1
6	3	1	R	1

56	3
7	7	7	O
0	6	0	B	1
0	7	0	B	1
0	7	1	G	1
1	7	0	B	1
2	2	0	B	1
2	2	1	G	1
2	3	0	B	1
2	4	0	B	1
2	7	0	B	1
5	6	0	B	1
5	6	1	G	1
5	7	0	R	1
6	0	0	B	1
6	0	1	G	1
6	3	0	X	1
6	6	0	B	1

56	4
4	7	5	O
0	6	0	B	1
0	7	0	B	1
0	7	1	G	1
0	7	2	R	1
1	7	0	B	1
2	2	0	B	1
2	2	1	G	1
2	3	0	B	1
2	4	0	B	1
2	7	0	B	1
5	6	0	B	1
5	6	1	G	1
6	0	0	B	1
6	0	1	G	1
6	3	0	X	1
6	6	0	B	1

56	5
5	7	7	O
0	6	0	B	1
0	7	0	B	1
0	7	1	G	1
0	7	2	B	1
1	7	0	B	1
2	2	0	B	1
2	2	1	G	1
2	3	0	B	1
2	7	0	B	1
5	6	0	B	1
5	6	1	G	1
6	0	0	B	1
6	0	1	G	1
6	3	0	X	1
6	3	1	R	1
6	6	0	B	1

57	1
5	7	7	O
0	0	0	B	1
0	1	0	B	1
0	2	0	B	1
0	2	1	Y	1
0	2	2	Y	1
0	2	3	Y	1
0	3	0	B	1
0	4	0	B	1
0	5	0	B	1
0	6	0	B	1
0	7	0	B	1
0	7	1	Y	1
0	7	2	Y	1
0	7	3	Y	1
0	7	4	Y	1
1	0	0	B	1
1	1	0	B	1
1	2	0	B	1
1	3	0	B	1
1	4	0	B	1
1	5	0	B	1
1	6	0	B	1
1	6	1	Y	1
1	7	0	B	1
2	0	0	B	1
2	1	0	B	1
2	2	0	B	1
2	3	0	B	1
2	4	0	B	1
2	5	0	B	1
2	6	0	B	1
2	6	1	R	1
2	7	0	B	1
2	7	1	W	1
3	0	0	B	1
3	0	1	R	1
3	1	0	B	1
3	1	1	Y	1
3	2	0	B	1
3	3	0	B	1
3	3	1	R	1
3	4	0	B	1
3	4	1	G	1
3	5	0	B	1
3	6	0	B	1
3	7	0	B	1
3	7	1	W	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	B	1
5	7	0	B	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	3	1	R	1
6	4	0	B	1
6	5	0	B	1
6	6	0	B	1
6	7	0	B	1
6	7	1	R	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	2	1	Y	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	B	1
7	7	0	B	1
7	7	1	W	1

57	2
7	7	7	C
0	0	0	B	1
0	1	0	B	1
0	2	0	B	1
0	2	1	Y	1
0	2	2	Y	1
0	2	3	Y	1
0	3	0	B	1
0	4	0	B	1
0	5	0	B	1
0	6	0	B	1
0	7	0	B	1
0	7	1	Y	1
0	7	2	Y	1
0	7	3	Y	1
0	7	4	Y	1
1	0	0	B	1
1	1	0	B	1
1	2	0	B	1
1	3	0	B	1
1	4	0	B	1
1	5	0	B	1
1	6	0	B	1
1	6	1	Y	1
1	7	0	B	1
2	0	0	B	1
2	1	0	B	1
2	2	0	B	1
2	3	0	B	1
2	4	0	B	1
2	5	0	B	1
2	6	0	B	1
2	6	1	R	1
2	7	0	B	1
2	7	1	W	1
3	0	0	B	1
3	0	1	R	1
3	1	0	B	1
3	1	1	Y	1
3	2	0	B	1
3	3	0	B	1
3	3	1	R	1
3	4	0	B	1
3	4	1	G	1
3	5	0	B	1
3	6	0	B	1
3	7	0	B	1
3	7	1	W	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	B	1
5	7	0	B	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	3	1	R	1
6	4	0	B	1
6	5	0	B	1
6	6	0	B	1
6	7	0	B	1
6	7	1	R	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	2	1	Y	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	B	1
7	7	0	B	1
7	7	7	W	1

57	3
7	2	7	C
0	0	0	B	1
0	1	0	B	1
0	2	0	B	1
0	2	1	Y	1
0	2	2	Y	1
0	2	3	Y	1
0	3	0	B	1
0	4	0	B	1
0	5	0	B	1
0	6	0	B	1
0	7	0	B	1
0	7	1	Y	1
0	7	2	Y	1
0	7	3	Y	1
0	7	4	Y	1
1	0	0	B	1
1	1	0	B	1
1	2	0	B	1
1	3	0	B	1
1	4	0	B	1
1	5	0	B	1
1	6	0	B	1
1	6	1	Y	1
1	7	0	B	1
2	0	0	B	1
2	1	0	B	1
2	2	0	B	1
2	3	0	B	1
2	4	0	B	1
2	5	0	B	1
2	6	0	B	1
2	6	1	R	1
2	7	0	B	1
2	7	1	W	1
3	0	0	B	1
3	0	1	R	1
3	1	0	B	1
3	1	1	Y	1
3	2	0	B	1
3	3	0	B	1
3	3	1	R	1
3	4	0	B	1
3	4	1	G	1
3	5	0	B	1
3	6	0	B	1
3	7	0	B	1
3	7	1	W	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	B	1
5	7	0	B	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	3	1	R	1
6	4	0	B	1
6	5	0	B	1
6	6	0	B	1
6	7	0	B	1
6	7	1	R	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	2	7	Y	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	B	1
7	7	0	B	1
7	7	1	W	1

57	4
3	4	7	C
0	0	0	B	1
0	1	0	B	1
0	2	0	B	1
0	2	1	Y	1
0	2	2	Y	1
0	2	3	Y	1
0	3	0	B	1
0	4	0	B	1
0	5	0	B	1
0	6	0	B	1
0	7	0	B	1
0	7	1	Y	1
0	7	2	Y	1
0	7	3	Y	1
0	7	4	Y	1
1	0	0	B	1
1	1	0	B	1
1	2	0	B	1
1	3	0	B	1
1	4	0	B	1
1	5	0	B	1
1	6	0	B	1
1	6	1	Y	1
1	7	0	B	1
2	0	0	B	1
2	1	0	B	1
2	2	0	B	1
2	3	0	B	1
2	4	0	B	1
2	5	0	B	1
2	6	0	B	1
2	6	1	R	1
2	7	0	B	1
2	7	1	W	1
3	0	0	B	1
3	0	1	R	1
3	1	0	B	1
3	1	1	Y	1
3	2	0	B	1
3	3	0	B	1
3	3	1	R	1
3	4	0	B	1
3	4	7	G	1
3	5	0	B	1
3	6	0	B	1
3	7	0	B	1
3	7	1	W	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	B	1
5	7	0	B	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	3	1	R	1
6	4	0	B	1
6	5	0	B	1
6	6	0	B	1
6	7	0	B	1
6	7	1	R	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	2	1	Y	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	B	1
7	7	0	B	1
7	7	1	W	1

57	5
3	0	6	C
0	0	0	B	1
0	1	0	B	1
0	2	0	B	1
0	2	1	Y	1
0	2	2	Y	1
0	2	3	Y	1
0	3	0	B	1
0	4	0	B	1
0	5	0	B	1
0	6	0	B	1
0	7	0	B	1
0	7	1	Y	1
0	7	2	Y	1
0	7	3	Y	1
0	7	4	Y	1
1	0	0	B	1
1	1	0	B	1
1	2	0	B	1
1	3	0	B	1
1	4	0	B	1
1	5	0	B	1
1	6	0	B	1
1	6	1	Y	1
1	7	0	B	1
2	0	0	B	1
2	1	0	B	1
2	2	0	B	1
2	3	0	B	1
2	4	0	B	1
2	5	0	B	1
2	6	0	B	1
2	6	1	R	1
2	7	0	B	1
2	7	1	W	1
3	0	0	B	1
3	0	6	R	1
3	1	0	B	1
3	1	1	Y	1
3	2	0	B	1
3	3	0	B	1
3	3	1	R	1
3	4	0	B	1
3	4	1	G	1
3	5	0	B	1
3	6	0	B	1
3	7	0	B	1
3	7	1	W	1
4	0	0	B	1
4	1	0	B	1
4	2	0	B	1
4	3	0	B	1
4	4	0	B	1
4	5	0	B	1
4	6	0	B	1
4	7	0	B	1
5	0	0	B	1
5	1	0	B	1
5	2	0	B	1
5	3	0	B	1
5	4	0	B	1
5	5	0	B	1
5	6	0	B	1
5	7	0	B	1
6	0	0	B	1
6	1	0	B	1
6	2	0	B	1
6	3	0	B	1
6	3	1	R	1
6	4	0	B	1
6	5	0	B	1
6	6	0	B	1
6	7	0	B	1
6	7	1	R	1
7	0	0	B	1
7	1	0	B	1
7	2	0	B	1
7	2	1	Y	1
7	3	0	B	1
7	4	0	B	1
7	5	0	B	1
7	6	0	B	1
7	7	0	B	1
7	7	1	W	1

58	1
0	6	7	O
0	6	0	G	1
2	4	0	G	2

58	2
0	7	7	O
0	7	0	G	1
2	4	0	G	2

58	3
2	7	6	O
0	6	0	G	1
2	7	0	G	2

58	4
2	0	4	O
0	7	0	G	1
2	0	0	G	2

58	5
7	6	7	O
2	4	0	G	2
7	6	0	G	1

59	1
6	7	7	O
3	3	0	R	1
3	4	0	B	1
3	5	0	R	1
4	3	0	B	1
4	4	0	R	1
4	4	1	Y	1
4	5	0	B	1
5	3	0	R	1
5	4	0	B	1
5	5	0	R	1

59	2
0	7	3	O
0	7	0	Y	1
3	3	0	R	1
3	4	0	B	1
3	5	0	R	1
4	3	0	B	1
4	4	0	R	1
4	5	0	B	1
5	3	0	R	1
5	4	0	B	1
5	5	0	R	1

59	3
7	7	7	O
3	3	0	R	1
3	4	0	B	1
3	5	0	R	1
4	3	0	B	1
4	4	0	R	1
4	5	0	B	1
5	3	0	R	1
5	4	0	B	1
5	5	0	R	1
7	7	0	Y	1

59	4
7	0	7	O
3	3	0	R	1
3	4	0	B	1
3	5	0	R	1
4	3	0	B	1
4	4	0	R	1
4	5	0	B	1
5	3	0	R	1
5	4	0	B	1
5	5	0	R	1
7	0	0	Y	1

59	5
0	4	7	O
0	0	0	Y	1
3	3	0	R	1
3	4	0	B	1
3	5	0	R	1
4	3	0	B	1
4	4	0	R	1
4	5	0	B	1
5	3	0	R	1
5	4	0	B	1
5	5	0	R	1

60	1
7	3	7	O
0	3	0	R	1
1	0	0	X	1
3	2	0	G	1
3	2	1	G	1
3	2	2	Y	1
3	5	0	G	1
3	5	1	G	1
3	5	2	B	1
6	2	0	G	1
6	2	1	G	1
6	2	2	Y	2
6	5	0	G	1
6	5	1	G	1
6	5	2	C	2
7	0	0	X	1
7	7	0	R	1

60	2
0	6	7	O
0	3	0	R	1
0	3	1	R	1
1	0	0	X	1
3	2	0	G	1
3	2	1	G	1
3	2	2	Y	1
3	5	0	G	1
3	5	1	G	1
3	5	2	B	1
6	2	0	G	1
6	2	1	G	1
6	2	2	Y	2
6	5	0	G	1
6	5	1	G	1
6	5	2	C	2
7	0	0	X	1

60	3
0	7	7	O
0	3	0	R	1
1	0	0	X	1
1	0	1	X	1
3	2	0	G	1
3	2	1	G	1
3	2	2	Y	1
3	5	0	G	1
3	5	1	G	1
3	5	2	B	1
6	2	0	G	1
6	2	1	G	1
6	2	2	Y	2
6	5	0	G	1
6	5	1	G	1
6	5	2	C	2
7	7	0	R	1

60	4
7	7	7	O
0	3	0	R	1
1	0	0	X	1
3	2	0	G	1
3	2	1	G	1
3	2	2	Y	1
3	5	0	G	1
3	5	1	G	1
3	5	2	B	1
6	2	0	G	1
6	2	1	G	1
6	2	2	Y	2
6	5	0	G	1
6	5	1	G	1
7	0	0	X	1
7	7	0	R	1
7	7	1	C	2

60	5
7	4	7	O
0	3	0	R	1
1	0	0	X	1
3	2	0	G	1
3	2	1	G	1
3	2	2	Y	1
3	5	0	G	1
3	5	1	G	1
3	5	2	B	1
6	2	0	G	1
6	2	1	G	1
6	5	0	G	1
6	5	1	G	1
6	5	2	C	2
7	0	0	X	1
7	0	1	Y	2
7	7	0	R	1

61	1
4	7	7	O
0	0	0	R	1
0	0	1	G	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
0	7	1	B	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	R	1
2	3	0	R	1
2	4	0	R	1
2	5	0	R	1
2	6	0	R	1
2	7	0	R	1
3	0	0	R	1
3	1	0	R	1
3	2	0	R	1
3	3	0	R	1
3	4	0	R	1
3	5	0	R	1
3	6	0	R	1
3	7	0	R	1
4	0	0	R	1
4	1	0	R	1
4	2	0	R	1
4	3	0	R	1
4	3	1	C	1
4	4	0	R	1
4	4	1	Y	1
4	4	2	Y	2
4	5	0	R	1
4	5	1	C	1
4	6	0	R	1
4	7	0	R	1
5	0	0	R	1
5	1	0	R	1
5	2	0	R	1
5	3	0	R	1
5	4	0	R	1
5	5	0	R	1
5	6	0	R	1
5	7	0	R	1
6	0	0	R	1
6	1	0	R	1
6	2	0	R	1
6	3	0	R	1
6	4	0	R	1
6	5	0	R	1
6	6	0	R	1
6	7	0	R	1
7	0	0	R	1
7	0	1	W	1
7	1	0	R	1
7	2	0	R	1
7	3	0	R	1
7	4	0	R	1
7	5	0	R	1
7	6	0	R	1
7	7	0	R	1
7	7	1	X	1

61	2
5	7	7	O
0	0	0	R	1
0	0	1	G	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
0	7	1	B	1
0	7	2	Y	2
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	R	1
2	3	0	R	1
2	4	0	R	1
2	5	0	R	1
2	6	0	R	1
2	7	0	R	1
3	0	0	R	1
3	1	0	R	1
3	2	0	R	1
3	3	0	R	1
3	4	0	R	1
3	5	0	R	1
3	6	0	R	1
3	7	0	R	1
4	0	0	R	1
4	1	0	R	1
4	2	0	R	1
4	3	0	R	1
4	3	1	C	1
4	4	0	R	1
4	4	1	Y	1
4	5	0	R	1
4	5	1	C	1
4	6	0	R	1
4	7	0	R	1
5	0	0	R	1
5	1	0	R	1
5	2	0	R	1
5	3	0	R	1
5	4	0	R	1
5	5	0	R	1
5	6	0	R	1
5	7	0	R	1
6	0	0	R	1
6	1	0	R	1
6	2	0	R	1
6	3	0	R	1
6	4	0	R	1
6	5	0	R	1
6	6	0	R	1
6	7	0	R	1
7	0	0	R	1
7	0	1	W	1
7	1	0	R	1
7	2	0	R	1
7	3	0	R	1
7	4	0	R	1
7	5	0	R	1
7	6	0	R	1
7	7	0	R	1
7	7	1	X	1

61	3
4	3	7	O
0	0	0	R	1
0	0	1	G	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
0	7	1	B	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
1	4	0	R	1
1	5	0	R	1
1	6	0	R	1
1	7	0	R	1
2	0	0	R	1
2	1	0	R	1
2	2	0	R	1
2	3	0	R	1
2	4	0	R	1
2	5	0	R	1
2	6	0	R	1
2	7	0	R	1
3	0	0	R	1
3	1	0	R	1
3	2	0	R	1
3	3	0	R	1
3	4	0	R	1
3	5	0	R	1
3	6	0	R	1
3	7	0	R	1
4	0	0	R	1
4	1	0	R	1
4	2	0	R	1
4	3	0	R	1
4	3	1	C	1
4	3	2	X	1
4	4	0	R	1
4	4	1	Y	1
4	4	2	Y	2
4	5	0	R	1
4	5	1	C	1
4	6	0	R	1
4	7	0	R	1
5	0	0	R	1
5	1	0	R	1
5	2	0	R	1
5	3	0	R	1
5	4	0	R	1
5	5	0	R	1
5	6	0	R	1
5	7	0	R	1
6	0	0	R	1
6	1	0	R	1
6	2	0	R	1
6	3	0	R	1
6	4	0	R	1
6	5	0	R	1
6	6	0	R	1
6	7	0	R	1
7	0	0	R	1
7	0	1	W	1
7	1	0	R	1
7	2	0	R	1
7	3	0	R	1
7	4	0	R	1
7	5	0	R	1
7	6	0	R	1
7	7	0	R	1

61	4
4	5	7	O
0	0	0	R	1
0	0	1	G	1
0	1	0	R	1
0	2	0	R	1
0	3	0	R	1
0	4	0	R	1
0	5	0	R	1
0	6	0	R	1
0	7	0	R	1
0	7	1	B	1
1	0	0	R	1
1	1	0	R	1
1	2	0	R	1
1	3	0	R	1
